Gene.1	Gene.2	cor.1	cor.2	cor.diff	p.1	p.2	p.diffcor	q.1	q.2	q.diffcor	type
CARNS1,ANLN	CARNS1	ANLN	0.832041836851548	0.302039381153305	-0.530002455698243	1.49998644454522e-18	0.0064709351971304	1.5875663339493e-07	1.24156876455008e-17	0.0124434632020227	9.83714224528304e-05	same signed
LDB3,ANLN	LDB3	ANLN	0.833301523075161	0.189685888420066	-0.643615634655096	1.19513032572893e-18	0.0919427746429881	2.26676144521321e-09	9.98342558403945e-18	0.134061447805075	4.74528025731293e-06	same signed
TMEM125,ANLN	TMEM125	ANLN	0.807344352406764	0.261064228785748	-0.546280123621016	9.12562180142768e-17	0.0193355168785139	4.21818949991604e-07	6.46916578911074e-16	0.033461016205049	0.000198883688589908	same signed
USH1C,ANLN	USH1C	ANLN	0.813070198877734	0.239428035630567	-0.573642163247167	3.71751569941702e-17	0.0324338574086863	1.19127895326088e-07	2.72575217291662e-16	0.0531869451190224	7.9773596448772e-05	same signed
SULF1,ARFGEF2	SULF1	ARFGEF2	0.83028591060045	0.263244256915143	-0.567041653685307	2.05247507041232e-18	0.0183120979668219	4.79501347516731e-08	1.67724514621089e-17	0.0318622412161079	4.16114816706417e-05	same signed
PKP2,ARHGAP20	PKP2	ARHGAP20	0.83612627400084	0.156516643225504	-0.679609630775336	7.13074781226596e-19	0.165607675946692	4.4957593203776e-10	6.08305879617459e-18	0.224335153826393	1.61838058569917e-06	same signed
DPY19L2P2,ASAP2	DPY19L2P2	ASAP2	0.816085811352445	0.206094702297234	-0.609991109055211	2.28792766821073e-17	0.0666393508716329	2.75563267759793e-08	1.707003790187e-16	0.100911466233338	2.76931315238287e-05	same signed
GRM5,ASAP2	GRM5	ASAP2	0.801733022865214	0.234200656352555	-0.567532366512658	2.13825066662915e-16	0.0365314965083105	2.83193686279049e-07	1.47126047916512e-15	0.0591472135660961	0.000149359643093411	same signed
LRRK2,ASAP2	LRRK2	ASAP2	0.839828988052067	0.276511954992968	-0.563317033059099	3.56966734277026e-19	0.0130321769248981	2.682014654809e-08	3.1324241845337e-18	0.0234507422090819	2.71392217184874e-05	same signed
PCDHGB1,ASAP2	PCDHGB1	ASAP2	0.867007672634271	0.344866385372715	-0.522141287261556	1.21482434786874e-21	0.00173185498005344	1.14925369221197e-08	1.36705112163468e-20	0.0037485296996629	1.51532440171905e-05	same signed
PCDHGC4,ASAP2	PCDHGC4	ASAP2	0.802191090582891	0.148687294889827	-0.653503795693064	1.99670984737389e-16	0.188073672350054	1.43378884320811e-08	1.37700421516309e-15	0.25056393787451	1.74596605052297e-05	same signed
TTC3P1,ASAP2	TTC3P1	ASAP2	0.812077718822766	0.2143225503985	-0.597755168424266	4.3531559555979e-17	0.0562574383336093	5.49097696200818e-08	3.17311013639305e-16	0.0868213527489787	4.62357249610006e-05	same signed
SULF1,ATL1	SULF1	ATL1	0.822460587090125	0.179512423816221	-0.642948163273903	7.95884168631416e-18	0.111090596290675	5.36836219922066e-09	6.17665197684692e-17	0.158258793095483	8.75881120917018e-06	same signed
CCN3,ATP2B1	CCN3	ATP2B1	0.83925640340497	0.216174402250352	-0.623082001154618	3.97734369484906e-19	0.0541130170309586	3.01061620078258e-09	3.47407889587018e-18	0.083875478436054	5.75366811511415e-06	same signed
CCN3,ATP2B1-AS1	CCN3	ATP2B1-AS1	0.806619078520441	0.158931082981716	-0.647687995538725	1.02031786927688e-16	0.159096200492156	1.33516875333584e-08	7.20474604165071e-16	0.216657292701908	1.66068875354355e-05	same signed
ECT2,ATP2B3	ECT2	ATP2B3	0.836851547887163	0.329606188466948	-0.507245359420215	6.23538969116701e-19	0.0028302505010411	2.54552724676671e-07	5.34828855621094e-18	0.00586999165083169	0.000138661125951757	same signed
CCN3,ATP6V1A	CCN3	ATP6V1A	0.854907050425621	0.248476324425692	-0.60643072599993	1.75890184163587e-20	0.0262534850456502	1.3824610345381e-09	1.75398041226674e-19	0.0440208284699628	3.47384424409269e-06	same signed
CCN3,ATP8A2	CCN3	ATP8A2	0.810970721838378	0.199648382559775	-0.611322339278603	5.18548772254807e-17	0.0758109358600726	3.6623988064477e-08	3.75443349657922e-16	0.113091323981255	3.41804295521751e-05	same signed
CCN3,ATRNL1	CCN3	ATRNL1	0.803412604496698	0.156821378340366	-0.646591226156332	1.66194987858765e-16	0.164775164704257	1.69795866256095e-08	1.15322530708704e-15	0.223367077178354	1.95139333381525e-05	same signed
SULF1,B3GALT2	SULF1	B3GALT2	0.809252967897087	0.151078293483357	-0.658174674413731	6.78762356671917e-17	0.180990775900369	7.72716823860264e-09	4.86682652967353e-16	0.242343919377527	1.14040431886853e-05	same signed
CD53,B3GNT5	CD53	B3GNT5	0.809023934038249	0.294514767932489	-0.514509166105759	7.03427019418692e-17	0.00800508428862579	1.10272463293981e-06	5.03656322071437e-16	0.0150957411206439	0.00038712633332898	same signed
CX3CR1,B3GNT5	CX3CR1	B3GNT5	0.849486582433103	0.174003750586029	-0.675482831847074	5.39022662295059e-20	0.122674619613856	1.5235634975852e-10	5.12042553918164e-19	0.17262902626179	7.62186165279827e-07	same signed
OLR1,B3GNT5	OLR1	B3GNT5	0.804786807649731	0.298640412564463	-0.506146395085267	1.3498645432469e-16	0.00712847968398236	1.81137378651997e-06	9.43918753605498e-16	0.0135866349723611	0.000537128844001171	same signed
P2RY12,B3GNT5	P2RY12	B3GNT5	0.851624231782265	0.268729488982654	-0.582894742799612	3.48425621648129e-20	0.0159404411104816	4.71382555211619e-09	3.37392300664868e-19	0.0281266810889616	8.01775766615831e-06	same signed
CCN3,BASP1	CCN3	BASP1	0.870634042065885	0.242030004688233	-0.628604037377653	5.18039521297929e-22	0.0305426688348782	1.02066799456679e-10	6.06800300857e-21	0.0503990703867638	5.98640256423671e-07	same signed
CCN3,BDNF	CCN3	BDNF	0.860671069206398	0.192006563525551	-0.668664505680847	5.08086741820186e-21	0.0879624358460063	6.17192963403568e-11	5.35120363707679e-20	0.128953056423227	4.42014759762331e-07	same signed
CCN3,BEX5	CCN3	BEX5	0.821849830133221	0.182395686826067	-0.639454143307155	8.82212840349302e-18	0.105374946690535	6.38130193131303e-09	6.82002079642868e-17	0.151131497455219	9.88972428995459e-06	same signed
FOXJ1,BEX5	FOXJ1	BEX5	-0.269076611825782	-0.812189404594468	-0.543112792768687	0.0264989019517509	6.125034254333e-20	3.55750832348178e-07	0.0459016053394858	5.56499396433403e-19	0.000177188134734436	same signed
CCN3,C11orf87	CCN3	C11orf87	0.831965492231935	0.257172995780591	-0.574792496451344	1.52069191953802e-18	0.0212842919086236	3.20856667901381e-08	1.25798778642674e-17	0.0364745140063097	3.08331021793858e-05	same signed
CCN3,C1QL3	CCN3	C1QL3	0.846241936099553	0.234458509142053	-0.6117834269575	1.0320636822996e-19	0.0363196887833625	2.52548004731068e-09	9.54328575053737e-19	0.0588416683462451	5.12980275270053e-06	same signed
CCN3,C3orf80	CCN3	C3orf80	0.856243081268848	0.234880450070323	-0.621362631198524	1.32534724752371e-20	0.0359753085043385	6.70775657241052e-10	1.33807383797427e-19	0.0583398607284564	2.05087605931635e-06	same signed
CCN3,CACNA2D1	CCN3	CACNA2D1	0.804710463030118	0.218424753867792	-0.586285709162326	1.36561137683543e-16	0.0515976532200198	1.27198393595762e-07	9.54498378832061e-16	0.0804076862910247	8.35336160861065e-05	same signed
CCN3,CACNG3	CCN3	CACNG3	0.887849753788602	0.277590248476324	-0.610259505312277	6.17756097907732e-24	0.0126679729886776	2.2542412381199e-11	9.05851882685897e-23	0.0228578867303605	2.25543797501249e-07	same signed
CRIM1,CADM2	CRIM1	CADM2	0.849639271672329	0.287388654477262	-0.562250617195067	5.22599433367159e-20	0.00974350393129926	1.2389722359174e-08	4.97121587580378e-19	0.018029095453502	1.58448945376128e-05	same signed
CCN3,CADPS	CCN3	CADPS	0.84173760354239	0.166385372714487	-0.675352230827904	2.48163311847925e-19	0.140191733042868	3.21394688640453e-10	2.21195371490176e-18	0.193998648826581	1.27873925004741e-06	same signed
CCN3,CALB1	CCN3	CALB1	0.802687330610375	0.245710267229255	-0.556977063381121	1.85355305652589e-16	0.0280269533778086	3.82053831016194e-07	1.28144741044295e-15	0.0466726699752524	0.000185270510708488	same signed
CCN3,CAMK2D	CCN3	CAMK2D	0.897163797381379	0.263595874355368	-0.633567923026011	4.11523654682705e-25	0.018151463952815	1.78723702504158e-12	6.99297280642339e-24	0.0316116062775041	4.1929874813597e-08	same signed
CCN3,CAP2	CCN3	CAP2	0.891399778600603	0.226183778715424	-0.665215999885179	2.2650508222293e-24	0.0436500874148926	1.11466391672366e-12	3.50151608112233e-23	0.069305972475534	3.99144135287381e-08	same signed
TASOR2,CARF	TASOR2	CARF	0.81948314692522	0.260782934833568	-0.558700212091653	1.31003547881351e-17	0.0194710747096506	1.33709777472291e-07	9.98014767488593e-17	0.0336722235481395	8.70535099625121e-05	same signed
PIEZO2,CARNS1	PIEZO2	CARNS1	0.800129785853342	0.287529301453352	-0.51260048439999	2.71365709328751e-16	0.00970623299073418	1.86140968727599e-06	1.85228638439547e-15	0.0179658471913228	0.000546346227888172	same signed
PKP2,CCDC85A	PKP2	CCDC85A	0.820551971599801	0.046741678387248	-0.773810293212553	1.09660018467982e-17	0.68054786752966	4.10615985657614e-11	8.40800133260776e-17	0.740060685304935	3.28667179550588e-07	same signed
CCN3,CCKBR	CCN3	CCKBR	0.878650227125243	0.273206751054852	-0.605443476070391	7.16212879636475e-23	0.0142056891954532	9.92002036070971e-11	9.24899517893807e-22	0.0253484180030417	5.86886519359376e-07	same signed
CD200,CCN3	CD200	CCN3	0.854143604229492	0.202437880918894	-0.651705723310598	2.06503317381619e-20	0.071725307928648	2.47179166024125e-10	2.04480931926058e-19	0.107703364970255	1.07115327754993e-06	same signed
CDH12,CCN3	CDH12	CCN3	0.815475054395541	0.158438818565401	-0.65703623583014	2.52608519692422e-17	0.160408119705166	5.27779420167462e-09	1.87810059082566e-16	0.218197543086975	8.65254298998927e-06	same signed
CDH18,CCN3	CDH18	CCN3	0.824750925678513	0.221448663853727	-0.603302261824786	5.3901898750587e-18	0.0483695149409106	1.93000482262562e-08	4.24502254148028e-17	0.0759226107558014	2.11449277154008e-05	same signed
CDH22,CCN3	CDH22	CCN3	0.806008321563538	0.292334739803094	-0.513673581760443	1.12046142279396e-16	0.00850544653268818	1.33103205479657e-06	7.8860237110236e-16	0.0159479407927879	0.000436544621629021	same signed
CDH8,CCN3	CDH8	CCN3	0.884108867427568	0.28792780121894	-0.596181066208627	1.71555734984348e-23	0.00960130784760134	7.09972081125443e-11	2.38038567952209e-22	0.0177910439781516	4.78254767412463e-07	same signed
CDK14,CCN3	CDK14	CCN3	0.829178913616063	0.217299578059072	-0.611879335556991	2.49655271320232e-18	0.0528430713789992	1.021014650604e-08	2.02541926081782e-17	0.0821297150354592	1.37556148257344e-05	same signed
CDK5R1,CCN3	CDK5R1	CCN3	0.872351796007176	0.258227848101266	-0.61412394790591	3.42861564897625e-22	0.0207401175742256	1.51679557802709e-10	4.09661826341388e-21	0.0356346901211101	7.62186165279827e-07	same signed
CDKL5,CCN3	CDKL5	CCN3	0.800931404359278	0.210150023441163	-0.590781380918115	2.40948496045249e-16	0.0613439564099481	1.35525862310359e-07	1.65172404475452e-15	0.0937448154170933	8.76487749119187e-05	same signed
CHGB,CCN3	CHGB	CCN3	0.873306103752338	0.190318799812471	-0.682987303939867	2.71904973160166e-22	0.0908434160985747	7.27262694510955e-12	3.28696255297922e-21	0.132656064038089	1.30032955394718e-07	same signed
CHL1,CCN3	CHL1	CCN3	0.834752070847807	0.223745897796531	-0.611006173051276	9.17848502043705e-19	0.0460299088037669	6.85389034416062e-09	7.75197781293705e-18	0.0726640140878866	1.04050014943979e-05	same signed
CHN1,CCN3	CHN1	CCN3	0.821582623964576	0.221167369901547	-0.600415254063029	9.22755054211286e-18	0.0486626115417516	2.67355353411602e-08	7.12154080763924e-17	0.0763321245801789	2.71085179735427e-05	same signed
CHRNB2,CCN3	CHRNB2	CCN3	0.835439172424323	0.22107360525082	-0.614365567173503	8.0924279792665e-19	0.0487606347551319	5.72369818208074e-09	6.86864990693597e-18	0.0764680773804022	9.18438919542131e-06	same signed
CLSTN2,CCN3	CLSTN2	CCN3	0.807535213955796	0.16671354899203	-0.640821664963766	8.86078864916401e-17	0.139400223102913	1.60783040215051e-08	6.28732116529752e-16	0.193028591645526	1.8682117433419e-05	same signed
CLSTN3,CCN3	CLSTN3	CCN3	0.8665877772264	0.230426629160806	-0.636161148065593	1.33866012546026e-21	0.0397515283478939	1.20289556093667e-10	1.49921340184077e-20	0.0637680982038179	6.65620261168949e-07	same signed
CNKSR2,CCN3	CNKSR2	CCN3	0.846547314578005	0.235349273323957	-0.611198041254048	9.71480124653605e-20	0.0355958700814081	2.51321985444974e-09	9.00388498650626e-19	0.0577930016715434	5.12980275270053e-06	same signed
CNR1,CCN3	CNR1	CCN3	0.827384815055159	0.271917487107361	-0.555467327947798	3.41913865817779e-18	0.0146876323601086	8.88024398459919e-08	2.7401156669531e-17	0.0261273259797679	6.55289769805411e-05	same signed
CNTN4,CCN3	CNTN4	CCN3	0.83742413253426	0.216338490389123	-0.621085642145136	5.6060696334492e-19	0.0539262759263334	3.78345754725729e-09	4.82981238921013e-18	0.083620319525929	6.73852607410867e-06	same signed
CNTN5,CCN3	CNTN5	CCN3	0.829026224376837	0.283802156586967	-0.54522406778987	2.56463625919664e-18	0.010737119162917	1.14022493669097e-07	2.07877062825333e-17	0.0196849306411751	7.77319216585175e-05	same signed
CRYM,CCN3	CRYM	CCN3	0.863266786273237	0.252320675105485	-0.610946111167752	2.8519353592796e-21	0.0239472586705077	4.88789675401335e-10	3.08338856961786e-20	0.0405433243243939	1.74111744683627e-06	same signed
CSRNP3,CCN3	CSRNP3	CCN3	0.819559491544833	0.177777777777778	-0.641781713767055	1.29354983692805e-17	0.114643152271938	6.90879509157583e-09	9.86073949426003e-17	0.162694960176398	1.04454994162214e-05	same signed
DGKB,CCN3	DGKB	CCN3	0.85200595488033	0.273886544772621	-0.578119410107709	3.220764742016e-20	0.0139571273922764	5.47075384993434e-09	3.12919691068123e-19	0.0249462376587046	8.9045156940076e-06	same signed
DIRAS2,CCN3	DIRAS2	CCN3	0.800587853571019	0.21558837318331	-0.58499948038771	2.53559760136804e-16	0.0547842740876815	1.67951121454735e-07	1.73483680577671e-15	0.0847980860072417	0.000102850938743533	same signed
DLGAP1,CCN3	DLGAP1	CCN3	0.824865442607932	0.223792780121894	-0.601072662486038	5.28539596494204e-18	0.0459831527000664	2.07480401748228e-08	4.16601281798943e-17	0.0725991315391592	2.24779575818194e-05	same signed
DNM1,CCN3	DNM1	CCN3	0.866778638775432	0.23525550867323	-0.631523130102202	1.28093136274857e-21	0.0356714887728181	1.42488687515652e-10	1.43770846939139e-20	0.0579027865805939	7.51501906409584e-07	same signed
DOK6,CCN3	DOK6	CCN3	0.821391762415544	0.219409282700422	-0.601982479715122	9.52805994680449e-18	0.0505277667441778	2.56121632791206e-08	7.34604838060836e-17	0.0789240858224027	2.61644399710898e-05	same signed
DRD1,CCN3	DRD1	CCN3	0.839523609573615	0.215963431786217	-0.623560177787399	3.78180216288919e-19	0.0543538899726209	2.89044876922162e-09	3.31037722913535e-18	0.0842081619291279	5.63480978531917e-06	same signed
DYNC1I1,CCN3	DYNC1I1	CCN3	0.835515517043936	0.191608063759963	-0.643907453283974	7.97969777749353e-19	0.0886360643878503	1.86825044323768e-09	6.77694094393189e-18	0.129817518675707	4.17967812853963e-06	same signed
EGR3,CCN3	EGR3	CCN3	0.845593006832843	0.275339896858884	-0.570253109973959	1.17313274314131e-19	0.0134383175913724	1.29569706075472e-08	1.07893609583698e-18	0.0241087533746367	1.63248471842989e-05	same signed
ELAVL2,CCN3	ELAVL2	CCN3	0.83742413253426	0.193413033286451	-0.644011099247809	5.6060696334492e-19	0.0856172305346104	1.58501523017662e-09	4.82981238921013e-18	0.125916531925731	3.75743047741532e-06	same signed
ELAVL4,CCN3	ELAVL4	CCN3	0.843608046722907	0.202742616033755	-0.640865430689152	1.72969727211805e-19	0.0712899077611245	1.04157127367444e-09	1.5652721569444e-18	0.107123093563203	2.82328475429646e-06	same signed
ELMOD1,CCN3	ELMOD1	CCN3	0.853723708821621	0.196507266760431	-0.657216442061189	2.25468296569182e-20	0.0806322290705399	2.0680857026889e-10	2.22418529661304e-19	0.119426984105134	9.50705984302112e-07	same signed
ELOVL4,CCN3	ELOVL4	CCN3	0.826468679619804	0.213103609939053	-0.613365069680751	4.00916393155734e-18	0.0577064521827178	1.1827621104743e-08	3.19299376267256e-17	0.0887907320224391	1.54794065054371e-05	same signed
ENC1,CCN3	ENC1	CCN3	0.881322288811696	0.293366150961088	-0.587956137850608	3.58954038028262e-23	0.00826539742041884	1.47107881431907e-10	4.79263552145821e-22	0.0155386529861857	7.52529814427773e-07	same signed
EPHA3,CCN3	EPHA3	CCN3	0.801923884414246	0.266057196436943	-0.535866687977303	2.07814018563073e-16	0.0170605386818406	7.98633073673116e-07	1.43143492704144e-15	0.0298970622989101	0.000311718304807888	same signed
EPHA4,CCN3	EPHA4	CCN3	0.818719700729091	0.274120956399437	-0.544598744329653	1.48641520936352e-17	0.0138722937395364	2.28369097188263e-07	1.12724762941991e-16	0.0248099922740899	0.000128090212145181	same signed
EPHA5,CCN3	EPHA5	CCN3	0.843149979005229	0.248570089076418	-0.594579889928811	1.89038825021833e-19	0.026195073601938	6.36960217903493e-09	1.70400174926044e-18	0.0439338222613338	9.88972428995459e-06	same signed
ERC2,CCN3	ERC2	CCN3	0.847501622323167	0.207923112986404	-0.639578509336763	8.03457776410218e-20	0.064207851904246	7.65615348896631e-10	7.50715963821457e-19	0.0976316893126365	2.27191002090542e-06	same signed
ERICH3,CCN3	ERICH3	CCN3	0.843875252891552	0.20450070323488	-0.639374549656672	1.64212979560887e-19	0.0688192982926775	1.07724451581248e-09	1.48870199055304e-18	0.103825014093408	2.89689784989208e-06	same signed
FADS6,CCN3	FADS6	CCN3	0.819215940756575	0.188748241912799	-0.630467698843776	1.3693432777885e-17	0.0935906887593715	1.06822093393077e-08	1.04133117442125e-16	0.136168354839293	1.4306611473033e-05	same signed
FAM3C,CCN3	FAM3C	CCN3	0.811466961865862	0.277355836849508	-0.534111125016355	4.79500315820316e-17	0.0127463873098351	5.02043903338745e-07	3.48182755263646e-16	0.0229848073186167	0.00022412801320174	same signed
FGF12,CCN3	FGF12	CCN3	0.811543306485475	0.165072667604313	-0.646470638881162	4.7374990531384e-17	0.143391700587169	1.01200603452867e-08	3.44194521148198e-16	0.197850536014088	1.36762600398027e-05	same signed
FGF13,CCN3	FGF13	CCN3	0.821468107035157	0.240459446788561	-0.581008660246596	9.40674224026079e-18	0.03167274974067	5.37322117910577e-08	7.25514443146257e-17	0.0520663382727883	4.5564670209632e-05	same signed
FRMPD4,CCN3	FRMPD4	CCN3	0.802000229033859	0.225339896858884	-0.576660332174974	2.05455403085047e-16	0.0444620679370586	2.05510534811992e-07	1.41567595197838e-15	0.070453148480729	0.000118996896149125	same signed
FRRS1L,CCN3	FRRS1L	CCN3	0.843798908271939	0.248265353961556	-0.595533554310383	1.66670311881103e-19	0.0263853144604898	5.81361736529118e-09	1.51011412901332e-18	0.0442146330048184	9.24295987484229e-06	same signed
FSTL5,CCN3	FSTL5	CCN3	0.847768828491812	0.290623534927332	-0.55714529356448	7.61676132206681e-20	0.00891720705707901	1.76468077928149e-08	7.13195159692641e-19	0.0166412575617955	1.982403551692e-05	same signed
GABBR2,CCN3	GABBR2	CCN3	0.857006527464977	0.232489451476793	-0.624517075988184	1.1259965644775e-20	0.0379634331045937	5.47407896789309e-10	1.14511830882582e-19	0.0612059253943125	1.86217492033736e-06	same signed
GABRA1,CCN3	GABRA1	CCN3	0.801236782837729	0.207524613220816	-0.593712169616914	2.30246845558996e-16	0.0647315783471368	1.20609306764052e-07	1.58049714060802e-15	0.0983377165628819	8.01346372649389e-05	same signed
GABRA4,CCN3	GABRA4	CCN3	0.824292857960835	0.217393342709798	-0.606899515251037	5.82973209398898e-18	0.052738354390396	1.75098151533604e-08	4.5770891308143e-17	0.0819840047786049	1.97946026149445e-05	same signed
GABRA5,CCN3	GABRA5	CCN3	0.868572737336336	0.275738396624473	-0.592834340711863	8.43552148409519e-22	0.0132990160678854	5.6775206758175e-10	9.65545059293488e-21	0.0238807559779211	1.8819144211717e-06	same signed
GABRB3,CCN3	GABRB3	CCN3	0.882620147345116	0.245428973277075	-0.637191174068041	2.55100980061642e-23	0.0282128489018255	1.47861722865628e-11	3.46837109361761e-22	0.0469470754059303	1.8900291598456e-07	same signed
GABRG2,CCN3	GABRG2	CCN3	0.833377867694774	0.218002812939522	-0.615375054755252	1.17871489871728e-18	0.0520618322037534	6.49435172306312e-09	9.85138071624819e-18	0.0810514012497863	9.99661455351798e-06	same signed
GALNTL6,CCN3	GALNTL6	CCN3	0.832996144596709	0.234950773558368	-0.598045371038341	1.26302222183424e-18	0.0359181780783571	1.27016126505453e-08	1.05283213696488e-17	0.0582587398991306	1.6077804884741e-05	same signed
GAP43,CCN3	GAP43	CCN3	0.888956750772989	0.222995780590717	-0.665960970182272	4.53451383610088e-24	0.0467833614782713	1.59916524467008e-12	6.76158057300158e-23	0.0737136975421911	4.1929874813597e-08	same signed
GDAP1,CCN3	GDAP1	CCN3	0.839141886475551	0.149038912330052	-0.690102974145499	4.06409815005219e-19	0.187019677386271	2.2794388598868e-10	3.5469872124529e-18	0.24933599322424	1.00054277558157e-06	same signed
GLRA2,CCN3	GLRA2	CCN3	0.847501622323167	0.230215658696671	-0.617285963626495	8.03457776410218e-20	0.0399382879591596	1.82267112514012e-09	7.50715963821457e-19	0.0640353813241467	4.1753345096682e-06	same signed
GLRA3,CCN3	GLRA3	CCN3	0.854181776539298	0.282700421940928	-0.57148135459837	2.0485764290376e-20	0.0110595750177221	5.78308712029241e-09	2.02934073155087e-19	0.0202179206239956	9.24295987484229e-06	same signed
GLRB,CCN3	GLRB	CCN3	0.840974157346261	0.212658227848101	-0.62831592949816	2.87172331993717e-19	0.0582434294045808	2.13008766181133e-09	2.54266413721291e-18	0.0895230172377389	4.57169896428271e-06	same signed
GNG2,CCN3	GNG2	CCN3	0.879375501011566	0.188420065635256	-0.690955435376311	5.94723789050616e-23	0.0941729164692281	2.23132623489164e-12	7.75176964332477e-22	0.13691503148075	5.0603578283237e-08	same signed
GPR22,CCN3	GPR22	CCN3	0.831011184486773	0.193741209563994	-0.637269974922779	1.80390831144317e-18	0.0850772112187223	3.45815109881187e-09	1.4817381142858e-17	0.125215711453056	6.34175509363542e-06	same signed
GPRASP1,CCN3	GPRASP1	CCN3	0.814635263579799	0.202226910454759	-0.612408353125041	2.89282646092902e-17	0.0720279883664298	2.78307834555847e-08	2.13982289654497e-16	0.108105858278894	2.7886567986193e-05	same signed
GPRASP2,CCN3	GPRASP2	CCN3	0.841432225063938	0.223863103609939	-0.617569121453999	2.6311141017729e-19	0.045913092096867	3.08493164347112e-09	2.33948981454619e-18	0.0724999588084272	5.86275748012195e-06	same signed
GREM2,CCN3	GREM2	CCN3	0.807993281673474	0.187107360525082	-0.620885921148392	8.25501837029573e-17	0.096530350519513	3.15744510537286e-08	5.87427314447523e-16	0.139922035847486	3.0557645936509e-05	same signed
GRIN2B,CCN3	GRIN2B	CCN3	0.814291712791541	0.216549460853258	-0.597742251938283	3.05718453736213e-17	0.0536869556114709	4.7728402119418e-08	2.25705510175708e-16	0.083288703547293	4.14719583580707e-05	same signed
GRM1,CCN3	GRM1	CCN3	0.851776921021491	0.222175339896859	-0.629601581124632	3.37645623979554e-20	0.0476190727913241	7.53388684771039e-10	3.27415002959371e-19	0.0748783965484139	2.25804528175995e-06	same signed
GRM8,CCN3	GRM8	CCN3	0.870328663587434	0.21474449132677	-0.655584172260664	5.57135609559816e-22	0.0557628317667168	3.41899841771465e-11	6.50333425618032e-21	0.0861459666024114	2.87179405243797e-07	same signed
HMGCLL1,CCN3	HMGCLL1	CCN3	0.810398137191281	0.231669010782935	-0.578729126408347	5.6741046766306e-17	0.0386664045438661	1.17662933840634e-07	4.09461029464799e-16	0.0622194111375014	7.95294490033045e-05	same signed
