Gene.1	Gene.2	cor.1	cor.2	cor.diff	p.1	p.2	p.diffcor	q.1	q.2	q.diffcor	type
HCN1,CAP2	HCN1	CAP2	0.321532199144139	0.822784810126582	0.501252610982443	0.00847503360268589	7.88638848370964e-21	9.69941693851339e-07	0.0186775756393489	1.66557887666802e-19	0.000684378075431147	same signed
KCTD16,CAP2	KCTD16	CAP2	0.316898027345789	0.856047819971871	0.539149792626082	0.00952833535680543	4.62949763202307e-24	2.23069933635855e-08	0.0206564449941022	1.50097859274332e-22	0.000105964659228636	same signed
PPP3CA,CAP2	PPP3CA	CAP2	0.319027241415301	0.863947491795593	0.544920250380292	0.00903101669957544	5.99316921030781e-25	8.52384940408513e-09	0.019726472122444	2.20487502170179e-23	5.92751123802163e-05	same signed
WASF1,CAP2	WASF1	CAP2	0.187349963469366	0.877824660103141	0.690474696633775	0.131982441584292	1.18685122780883e-26	4.32698321617409e-12	0.193438108388942	5.55456750195929e-25	4.86454597603547e-07	same signed
HPRT1,CD200	HPRT1	CD200	0.366579688967749	0.878105954055321	0.511526265087572	0.00246709364714555	1.0908300835768e-26	7.20119808228503e-09	0.00648167002601463	5.13260055389216e-25	5.57863972047052e-05	same signed
ERICH3,CDH12	ERICH3	CDH12	0.295230142991337	0.810712611345523	0.515482468354186	0.0161043457135765	8.06721206434596e-20	1.20245792634144e-06	0.0323828134812558	1.49726647950033e-18	0.000765195445370075	same signed
GABRB3,CDH12	GABRB3	CDH12	0.342740841248304	0.843905297702766	0.501164456454462	0.00484579644363576	8.55034566989532e-23	2.40805477558226e-07	0.011570619290286	2.34348816322655e-21	0.00034633937662602	same signed
RGS7BP,CDH12	RGS7BP	CDH12	0.256111053125979	0.831082981715893	0.574971928589915	0.0379255473286511	1.43659219809921e-21	4.43668497496219e-08	0.0672610495252078	3.34995104192637e-20	0.000142628931646094	same signed
THRB,CDH12	THRB	CDH12	0.311220123160422	0.852062822315987	0.540842699155565	0.0109727594785933	1.24048670832468e-23	2.96535267452214e-08	0.0233136663058537	3.79999611589482e-22	0.000119775566372745	same signed
MAP3K21,CDH18	MAP3K21	CDH18	0.290470723306544	0.826371308016878	0.535900584710333	0.0179830689681272	3.81989560914272e-21	2.39979349725417e-07	0.0355854051579284	8.40869433177801e-20	0.000345888697741736	same signed
ZNF804A,CDH8	ZNF804A	CDH8	0.268510593883728	0.840623534927332	0.572112941043604	0.0292637915120698	1.80239781814292e-22	2.39758619624553e-08	0.0539326708387674	4.73144157319406e-21	0.000107135485562443	same signed
HPRT1,CDKL2	HPRT1	CDKL2	0.242166788435445	0.802906704172527	0.560739915737082	0.0501070200769885	3.32698640906195e-19	4.18485758046927e-07	0.0852276472347089	5.72132247126848e-18	0.000450228453182745	same signed
MICU3,CDKL2	MICU3	CDKL2	0.290428974011064	0.817112048757618	0.526683074746555	0.0180003445977609	2.40249288374934e-20	5.80020756757449e-07	0.0356140533752134	4.7662714399493e-19	0.000529175111624426	same signed
WASF1,CDKL2	WASF1	CDKL2	0.280617889573113	0.824120956399437	0.543503066826324	0.0224740415257986	6.03146302882967e-21	2.1373680647585e-07	0.0430482669416982	1.2937542859191e-19	0.000322537447823326	same signed
GNG2,CDKL5	GNG2	CDKL5	0.307963678112932	0.841584622597281	0.533620944484349	0.0118840262573805	1.45132901517041e-22	8.96416398887823e-08	0.0249514059783043	3.85622927176139e-21	0.000214560349907262	same signed
MCTP1,CDKL5	MCTP1	CDKL5	0.271349545976412	0.810712611345523	0.539363065369111	0.0275339741271647	8.06721206434596e-20	5.49757450674093e-07	0.0511888367294561	1.49726647950033e-18	0.000515312063893831	same signed
CNR1,CHGB	CNR1	CHGB	0.224089343492329	0.811954992967651	0.587865649475323	0.0704811979721617	6.39978209819773e-20	1.00434993433041e-07	0.113836250353391	1.20305309374924e-18	0.000225076107321027	same signed
KCNK1,CHGB	KCNK1	CHGB	0.293142678217305	0.802789498359119	0.509646820141813	0.0169065228236628	3.39687970128294e-19	2.18957883491022e-06	0.0337560466848104	5.83571370869778e-18	0.00106480110464916	same signed
WASF1,CHN1	WASF1	CHN1	0.317148523118672	0.885654008438819	0.568505485320146	0.00946861608991214	1.04566337256031e-27	2.68933542102445e-10	0.0205467242051833	5.709428662702e-26	8.63841430587264e-06	same signed
SSTR2,CNKSR2	SSTR2	CNKSR2	0.285126813485023	0.809517112048758	0.524390298563735	0.020312874088117	1.00644823780263e-19	9.59833031721757e-07	0.039488467480554	1.84606553575968e-18	0.000680806238749344	same signed
INA,CNR1	INA	CNR1	0.38499112827471	0.896741678387248	0.511750550112538	0.00141329521910893	2.43174274923944e-29	6.51857456901439e-10	0.00401401930278847	1.71347559366419e-27	1.62853548457687e-05	same signed
MAGEE1,CNR1	MAGEE1	CNR1	0.179375848032564	0.809024847632443	0.629648999599878	0.149547723371909	1.10192628761528e-19	2.85526018384274e-08	0.21479857775788	2.01205798271425e-18	0.000116726670282998	same signed
MAP7D2,CNR1	MAP7D2	CNR1	0.346247782068678	0.880872011251758	0.53462422918308	0.00440160379415085	4.70525305984705e-27	2.03285721589452e-09	0.0106577676408035	2.32826152013079e-25	3.04721230948157e-05	same signed
OCLN,CNR1	OCLN	CNR1	-0.26863584177017	-0.809329582747304	-0.540693740977134	0.0291855958909953	1.04183654179809e-19	5.68462801942005e-07	0.0538109050299106	1.90739730415e-18	0.000524710864322138	same signed
RBFOX1,CNR1	RBFOX1	CNR1	0.264794906585951	0.801031411157993	0.536236504572042	0.0316649293839291	4.63228972644916e-19	1.0235119056734e-06	0.0576836990398288	7.82125439755887e-18	0.000701419313420842	same signed
RGS7,CNR1	RGS7	CNR1	0.286337543053961	0.822386310360994	0.536048767307033	0.019763651843479	8.53929229386514e-21	3.07683080791321e-07	0.0385833419526171	1.79414507497153e-19	0.000383631890942807	same signed
SLC4A8,CNR1	SLC4A8	CNR1	0.292850433148941	0.807126113455227	0.514275680306287	0.0170215146987874	1.55924547970058e-19	1.51318853647275e-06	0.0339473585213063	2.79185359573888e-18	0.000876896656856416	same signed
NMNAT2,CNTN5	NMNAT2	CNTN5	0.292516438785096	0.817815283638068	0.525298844852973	0.0171537537768821	2.09702072550815e-20	5.82886539479688e-07	0.0341703784327509	4.1900721502562e-19	0.000530608460495504	same signed
MAGEE2,CNTN6	MAGEE2	CNTN6	0.302661517586891	0.807337083919362	0.504675566332472	0.0135080365574521	1.50053330018942e-19	2.03739362847344e-06	0.0278450156999674	2.69294746140337e-18	0.00102129259999751	same signed
KCNA1,CRYM	KCNA1	CRYM	0.29084646696587	0.800515705578997	0.509669238613127	0.0178282253008019	5.07058040775495e-19	2.44802523718946e-06	0.0353234510871734	8.51990130483854e-18	0.00112716272458636	same signed
LRRTM2,CRYM	LRRTM2	CRYM	0.305500469679574	0.825457102672293	0.519956632992718	0.0126161619146549	4.60237028125467e-21	4.38738906760605e-07	0.0262605294433933	1.00160911498235e-19	0.000461417490358847	same signed
SLC4A8,CRYM	SLC4A8	CRYM	0.270180565702954	0.812822315986873	0.542641750283919	0.0282355292971249	5.43904045006666e-20	4.37390233809509e-07	0.0523079982522237	1.0315046626823e-18	0.000461417490358847	same signed
VPS13A,CRYM	VPS13A	CRYM	0.243586264481787	0.812306610407876	0.568720345926089	0.0487364414359139	5.99197792245374e-20	1.88226757069643e-07	0.0832480240430457	1.13048828903585e-18	0.000304476414725453	same signed
ERICH3,DIRAS2	ERICH3	DIRAS2	0.290721219079428	0.801711204875762	0.510989985796334	0.0178797126502594	4.11022399545567e-19	2.21376084996727e-06	0.0354125659939357	6.98489558390311e-18	0.00106738560221428	same signed
LDB2,DIRAS2	LDB2	DIRAS2	0.389458302891139	0.8971870604782	0.507728757587061	0.00122857742245	2.07238840443343e-29	7.28226146051725e-10	0.00355781687760257	1.47723866291338e-27	1.69385652684095e-05	same signed
RGS7BP,DIRAS2	RGS7BP	DIRAS2	0.306585951362071	0.846272855133615	0.539686903771544	0.012288856670996	4.93941699384383e-23	4.9970194870852e-08	0.0256759053654549	1.39781812319366e-21	0.000154619014763208	same signed
WASF1,DLGAP1	WASF1	DLGAP1	0.346039035591274	0.878457571495546	0.532418535904272	0.0044269984361908	9.8136545422275e-27	2.96147417699899e-09	0.0107093769241268	4.64345703463011e-25	3.53791646127501e-05	same signed
KCTD16,DNM1	KCTD16	DNM1	0.3071704414988	0.807266760431317	0.500096318932518	0.0121156765961601	1.51986215198143e-19	2.36740571102345e-06	0.0253660826513206	2.72538835063856e-18	0.00110503360149076	same signed
ZNF804A,DYNC1I1	ZNF804A	DYNC1I1	0.278112931844275	0.835466479137365	0.55735354729309	0.0237568628401823	5.62712060014566e-22	6.04455521191483e-08	0.0451503219471139	1.38282762823522e-20	0.000172146439484507	same signed
NRSN1,ENC1	NRSN1	ENC1	0.336478446926208	0.836708860759494	0.500230413833286	0.00573820121642858	4.29284242628258e-22	4.14404729198736e-07	0.0133756258590956	1.07164731988715e-20	0.00045011306553325	same signed
HPRT1,ERICH3	HPRT1	ERICH3	0.203131197161048	0.807102672292546	0.603971475131498	0.101877507713994	1.56590468851244e-19	7.77247723959817e-08	0.155486220690236	2.80280983520106e-18	0.00019636159436988	same signed
NBEA,ERICH3	NBEA	ERICH3	0.304832480951884	0.82051101734646	0.515678536394576	0.0128213029483552	1.23831885894932e-20	6.85455892712739e-07	0.0266281220737418	2.54896808493907e-19	0.000577664573782779	same signed
RFPL1S,ERICH3	RFPL1S	ERICH3	0.324037156872978	0.852578527894984	0.528541371022006	0.00794916782912397	1.09372194357572e-23	4.48379520179287e-08	0.0176759076607949	3.37416095834213e-22	0.000143341407545619	same signed
WASF1,ERICH3	WASF1	ERICH3	0.309884145705041	0.913783403656821	0.60389925795178	0.0113390051490017	2.9816306459289e-32	4.56079618516014e-13	0.0239765015351256	3.42395661820825e-30	1.0254813398447e-07	same signed
ZNF804A,FAM3C	ZNF804A	FAM3C	0.299154576766517	0.816479137365213	0.517324560598696	0.0146844109010884	2.71393514841092e-20	8.20997299699755e-07	0.0299208489815105	5.34764855240338e-19	0.00062788700627752	same signed
MAGEE1,FGF12	MAGEE1	FGF12	0.348001252478864	0.851195499296765	0.503194246817901	0.00419332669496573	1.53142800386587e-23	1.27821586426435e-07	0.0102252897682743	4.63316728182493e-22	0.00025626430237316	same signed
SYN2,FGF9	SYN2	FGF9	0.301409038722472	0.80267229254571	0.501263253823239	0.0139184832084557	3.46819302942369e-19	2.87192448844564e-06	0.0285726950689163	5.94959028066552e-18	0.00122991260766654	same signed
GALNT15,FRMPD2	GALNT15	FRMPD2	0.286755036008767	0.800632911392405	0.513877875383638	0.0195772236976549	4.9675765713122e-19	2.13077577937426e-06	0.0382744440264903	8.35661147186768e-18	0.00104988723520445	same signed
ZNF804A,G3BP2	ZNF804A	G3BP2	0.325665379396723	0.827918424753868	0.502253045357145	0.00762285686317168	2.77979010831536e-21	6.86084502543594e-07	0.0170521736392089	6.23344436505819e-20	0.000577664573782779	same signed
MAGEE1,GABRA4	MAGEE1	GABRA4	0.284124830393487	0.80239099859353	0.518266168200043	0.0207771823720044	3.64530660403561e-19	1.69794618964936e-06	0.0402600919080707	6.23692774126261e-18	0.000931166114400217	same signed
ZNF804A,GDAP1	ZNF804A	GDAP1	0.288508506418954	0.857618377871542	0.569109871452588	0.0188105127041657	3.11374059360103e-24	6.17857764950713e-09	0.0369887185309431	1.03546918445486e-22	5.41260252763142e-05	same signed
PLPP3,GJB6	PLPP3	GJB6	0.860181609435341	0.359962494139709	-0.500219115295632	2.20855466733303e-20	0.00103952580103623	6.7003169679225e-08	4.03729179907179e-18	0.00205724823118068	0.000184211413319477	same signed
OCLN,GLRA3	OCLN	GLRA3	-0.317315520300595	-0.857313642756681	-0.539998122456086	0.00942898453136592	3.36406928358258e-24	1.92784608277208e-08	0.020471986142565	1.11251784998631e-22	9.70456137700866e-05	same signed
GPR158,GNG2	GPR158	GNG2	0.306752948543993	0.812025316455696	0.505272367911703	0.0122391595445443	6.31612884200097e-20	1.56102332904418e-06	0.0255886352370363	1.18838745508136e-18	0.000889967463590979	same signed
THRB,GPR22	THRB	GPR22	0.33722993424486	0.85492264416315	0.517692709918291	0.00562398039069578	6.13322685236555e-24	5.49938554694762e-08	0.013148546046258	1.95821128140366e-22	0.000164139868416973	same signed
HOOK1,GPRASP1	HOOK1	GPRASP1	0.313850328775702	0.821120487576184	0.507270158800482	0.010281605895937	1.0979447187924e-20	8.75512511822052e-07	0.0220452347690895	2.27452697570389e-19	0.000646136854745031	same signed
SLC4A7,GPRASP1	SLC4A7	GPRASP1	0.292683435967018	0.800093764650727	0.507410328683709	0.0170875246676701	5.45878461603752e-19	2.68329096009268e-06	0.0340589680776988	9.13418841458266e-18	0.00119125581742717	same signed
ZNF804A,GPRASP1	ZNF804A	GPRASP1	0.229182757540967	0.800117205813408	0.570934448272442	0.0641643459372973	5.4364833006308e-19	3.48087546564457e-07	0.105122052221357	9.09890301488922e-18	0.000409771940221877	same signed
ZNF804A,GPRASP2	ZNF804A	GPRASP2	0.262582193925478	0.850679793717768	0.588097599792291	0.0331716369798814	1.73472189580774e-23	5.67856783817433e-09	0.0600270662279011	5.21081689668708e-22	5.10723577083993e-05	same signed
SLITRK5,GRM1	SLITRK5	GRM1	0.296232126082872	0.817018284106892	0.520786158024019	0.0157310484492947	2.44634419840389e-20	7.09602022697098e-07	0.0317409010614036	4.84699504166709e-19	0.000583935524091994	same signed
MAP3K21,GRM5	MAP3K21	GRM5	0.317900010437324	0.822925457102672	0.505025446665348	0.00929140932913852	7.66770980734845e-21	8.47843405926696e-07	0.0202154504705528	1.62193378317245e-19	0.000635450154307999	same signed
LDB2,HOOK1	LDB2	HOOK1	0.345287548272623	0.855954055321144	0.510666507048521	0.004519495692162	4.73972316655589e-24	6.54218053064426e-08	0.0108990924303266	1.53457694369386e-22	0.000180859385136119	same signed
THRB,HOOK1	THRB	HOOK1	0.294603903559127	0.805227379278012	0.510623475718885	0.0163414959679045	2.19795277282716e-19	1.87674090601497e-06	0.0327897892498074	3.86317489534526e-18	0.000985277325793629	same signed
INA,HPRT1	INA	HPRT1	0.329464565285461	0.870206282231599	0.540741716946138	0.00690666995969219	1.08078478955108e-25	5.29659294201679e-09	0.0156718450361644	4.41196836558084e-24	4.89420424616568e-05	same signed
LDB2,HPRT1	LDB2	HPRT1	0.328253835716522	0.829512423816221	0.501258588099699	0.00712821561715235	1.99685249975795e-21	6.41926332756171e-07	0.0161000830091832	4.5698350535682e-20	0.000558716942482168	same signed
MAP7D2,HPRT1	MAP7D2	HPRT1	0.23857634902411	0.842475386779184	0.603899037755074	0.0537150141607398	1.18578289874442e-22	6.38917896367275e-09	0.0903969087622644	3.18732489460832e-21	5.45539641434782e-05	same signed
NRSN1,HPRT1	NRSN1	HPRT1	0.29410291201336	0.829676511954993	0.535573599941633	0.0165333669145053	1.92962360457339e-21	1.95181811379896e-07	0.0331195156158657	4.42634236500217e-20	0.000311248544278976	same signed
YWHAG,HPRT1	YWHAG	HPRT1	0.271474793862854	0.826019690576653	0.554544896713799	0.0274596857764077	4.10425360209429e-21	1.29011624494524e-07	0.0510726850449408	8.99589708857931e-20	0.000256706873740887	same signed
ZNF804A,HPRT1	ZNF804A	HPRT1	0.316731030163866	0.852297233942804	0.535566203778937	0.00956833012405533	1.17155034899632e-23	3.53726701263213e-08	0.020730157767783	3.60059569875307e-22	0.000129835832700212	same signed
ZNF804A,ITFG1	ZNF804A	ITFG1	0.250934140486379	0.817018284106892	0.566084143620512	0.0421242835614863	2.44634419840389e-20	1.54593265300207e-07	0.0735514838861067	4.84699504166709e-19	0.000279900861359075	same signed
WASF1,JPH1	WASF1	JPH1	0.238910343387955	0.814838255977496	0.575927912589541	0.0533706970000644	3.71450734767573e-20	1.26457535332136e-07	0.0899067319437706	7.19417566558095e-19	0.000254629230867088	same signed
NRSN1,KCNK1	NRSN1	KCNK1	0.323786661100094	0.83455227379278	0.510765612692686	0.00800043839992332	6.85735851618446e-22	3.32558818927353e-07	0.0177748549742191	1.66639148024554e-20	0.000397738578507226	same signed
MCTP1,KIAA1549L	MCTP1	KIAA1549L	0.211982047802943	0.80084388185654	0.588861834053597	0.0875020089034567	4.78724954999889e-19	1.85115344830677e-07	0.13670803147133	8.06774621172688e-18	0.000304476414725453	same signed
MCTP1,LDB2	MCTP1	LDB2	0.179960338169293	0.814275668073136	0.634315329903843	0.148203895076968	4.13354838187115e-20	1.72918264151889e-08	0.21320753872837	7.96028166573143e-19	8.9038518182656e-05	same signed
WASF1,LDB2	WASF1	LDB2	0.37776850015656	0.930848570089076	0.553080069932516	0.00176527076018866	7.60702669390728e-36	8.68194405256872e-14	0.00485888496914473	1.67141739190062e-33	5.85632722316376e-08	same signed
ZNF804A,LMBRD2	ZNF804A	LMBRD2	0.259075253105104	0.821284575714956	0.562209322609852	0.0356820697548583	1.06286669367073e-20	1.34882592206509e-07	0.0638662522342474	2.20585552401497e-19	0.000260754313967182	same signed
NRXN3,LRRTM2	NRXN3	LRRTM2	0.266047385450371	0.812165963431786	0.546118577981416	0.0308377692736567	6.15198667238561e-20	4.0463109107769e-07	0.0563964953018284	1.15928238964623e-18	0.000445863352983089	same signed
PAK3,MAGEE1	PAK3	MAGEE1	0.316104790731656	0.830567276136896	0.51446248540524	0.00971961483147529	1.60123173135863e-21	3.81590665288201e-07	0.0210096734859904	3.71218192638983e-20	0.000433186993980433	same signed
PGM2L1,MAGEE1	PGM2L1	MAGEE1	0.330633545558919	0.83806844819503	0.507434902636112	0.00669851714608841	3.18407163634604e-22	2.93275375318203e-07	0.0152688162684451	8.08563364699958e-21	0.000376261363474885	same signed
PTER,MAGEE1	PTER	MAGEE1	0.304748982360923	0.813408345053915	0.508659362692992	0.0128471470688365	4.87060586313054e-20	1.2967337401637e-06	0.0266742410458017	9.29372110979021e-19	0.000799543029089364	same signed
MCTP1,MAP3K21	MCTP1	MAP3K21	0.279908151549943	0.810431317393343	0.5305231658434	0.0228313948436941	8.49940958404479e-20	7.46993561229203e-07	0.0436346304381684	1.57293759505917e-18	0.000601540439371871	same signed
WASF1,MAP3K21	WASF1	MAP3K21	0.309299655568312	0.811978434130333	0.502678778562021	0.0115025401479126	6.37177919418992e-20	1.70232772656043e-06	0.0242663122149275	1.19815630838204e-18	0.000932053447241718	same signed
WASF1,MAP7D2	WASF1	MAP7D2	0.329339317399019	0.872644163150492	0.543304845751473	0.00692930497538396	5.41339628858741e-26	3.67836294756785e-09	0.0157161216490494	2.30295014246975e-24	3.88300986913087e-05	same signed
SCN8A,MCTP1	SCN8A	MCTP1	0.293727168354034	0.804664791373652	0.510937623019618	0.0166785347834576	2.43155196240987e-19	1.91203035515564e-06	0.0333703773295296	4.24950512287462e-18	0.000997480949572342	same signed
SNAP91,MCTP1	SNAP91	MCTP1	0.308381171067738	0.824355368026254	0.515974196958516	0.0117636522910659	5.75295102169908e-21	5.37790199928168e-07	0.024733546265742	1.23731828432482e-19	0.00051067497765746	same signed
NRSN1,MDH1	NRSN1	MDH1	0.29022022753366	0.823441162681669	0.533220935148009	0.0180869357711901	6.91503196294625e-21	3.17103481251024e-07	0.035763242224036	1.47121040066795e-19	0.000389616210103	same signed
ZNF804A,MDH1	ZNF804A	MDH1	0.292224193716731	0.843647444913268	0.551423251196537	0.0172701837644555	9.07191701834706e-23	4.0135653467388e-08	0.034372261969372	2.47748177225621e-21	0.000136956766800629	same signed
OCLN,MRAP2	OCLN	MRAP2	-0.28888425007828	-0.801617440225035	-0.512733190146755	0.0186495962135239	4.17869055331782e-19	2.10449514970179e-06	0.0367162853833393	7.09427691665548e-18	0.00104380019321691	same signed
ZNF804A,NAP1L3	ZNF804A	NAP1L3	0.321532199144139	0.863736521331458	0.542204322187319	0.00847503360268589	6.33994947754114e-25	9.66908997312999e-09	0.0186775756393489	2.32396253696885e-23	6.21161678053817e-05	same signed
ZNF804A,NAPB	ZNF804A	NAPB	0.325122638555474	0.857946554149086	0.532823915593611	0.0077303002077578	2.86437202699673e-24	2.38867956525723e-08	0.017259781712277	9.57024306039131e-23	0.000107135485562443	same signed
SLITRK5,NCEH1	SLITRK5	NCEH1	0.287339526145496	0.81840131270511	0.531061786559614	0.0193187449522405	1.87151001096661e-20	4.6430684719212e-07	0.0378398441803509	3.76378233895063e-19	0.000470968428589202	same signed
RSPO3,NEUROD6	RSPO3	NEUROD6	0.300782799290262	0.808907641819034	0.508124842528772	0.0141277065326885	1.12591981381596e-19	1.68038085535116e-06	0.0289418664026477	2.05347864575161e-18	0.000928325784233765	same signed
NRSN1,NPTN	NRSN1	NPTN	0.315228055526563	0.8542194092827	0.538991353756137	0.00993490805396975	7.30322717101966e-24	2.63724118099162e-08	0.0214065170259689	2.30816949780573e-22	0.000113307471558425	same signed
ZNF804A,NPTN	ZNF804A	NPTN	0.269512576975264	0.856235349273324	0.58672277229806	0.0286431268428437	4.41645655622063e-24	3.58097218544629e-09	0.0529561993589073	1.43597851243113e-22	3.88300986913087e-05	same signed
NUDT10,NRSN1	NUDT10	NRSN1	0.171401732595762	0.827426160337553	0.65602442774179	0.168797994444507	3.07667887564639e-21	3.09450531865707e-09	0.237720379669317	6.85770097299472e-20	3.53791646127501e-05	same signed
NUDT11,NRSN1	NUDT11	NRSN1	0.221834881536374	0.851945616502579	0.630110734966205	0.0734317313397226	1.27641426085219e-23	1.00964103744161e-09	0.11788170468033	3.90296351735946e-22	2.00307139716736e-05	same signed
PGM2L1,NRSN1	PGM2L1	NRSN1	0.27514873186515	0.832208157524613	0.557059425659463	0.0253544647167915	1.13232549024655e-21	7.72540300619795e-08	0.0477233752393594	2.67549379471906e-20	0.00019636159436988	same signed
PTER,NRSN1	PTER	NRSN1	0.245673729255819	0.809071729957806	0.563398000701987	0.0467768415304971	1.09246812154092e-19	2.7185493167714e-07	0.0803879091963044	1.99576031625049e-18	0.000365442217886869	same signed
RAB27B,NRSN1	RAB27B	NRSN1	0.320363218870682	0.828527894983591	0.508164676112909	0.00873065964271601	2.45050340866031e-21	5.39983022296298e-07	0.0191610527540322	5.53349296927268e-20	0.00051067497765746	same signed
ROBO2,NRSN1	ROBO2	NRSN1	0.251435132032147	0.804922644163151	0.553487512131003	0.0417018624701842	2.32164782895759e-19	4.75850830294888e-07	0.0729177234545289	4.06818196699021e-18	0.000476940408496202	same signed
SYP,NRSN1	SYP	NRSN1	0.345663291931949	0.847280825128926	0.501617533196978	0.00447303558659442	3.89940284891844e-23	1.83888542615307e-07	0.0108035429926526	1.11913674727154e-21	0.000303928341343397	same signed
TSPYL1,NRSN1	TSPYL1	NRSN1	0.319277737188185	0.838677918424754	0.519400181236569	0.00897402323937446	2.78243182765155e-22	1.84283374338179e-07	0.019619198066749	7.12228425719453e-21	0.000303928341343397	same signed
XK,NRSN1	XK	NRSN1	0.25293810666945	0.820393811533052	0.567455704863602	0.040455556625139	1.26723841078273e-20	1.19230486816946e-07	0.0710582643853126	2.60619002057316e-19	0.000245950617149815	same signed
SLC2A13,OCLN	SLC2A13	OCLN	-0.327752844170755	-0.828105954055321	-0.500353109884566	0.00722169605877052	2.67415556995475e-21	7.23240003885905e-07	0.0162810201808776	6.0083524492467e-20	0.000590623529614047	same signed
SLC4A8,PCSK2	SLC4A8	PCSK2	0.314518317503392	0.81601031411158	0.501491996608188	0.01011221881311	2.96948537981476e-20	1.41983591972483e-06	0.0217326117611522	5.82685489174316e-19	0.00084605789852218	same signed
ZNF804A,PGM2L1	ZNF804A	PGM2L1	0.269011585429496	0.809446788560713	0.540435203131217	0.028952061488772	1.01958030576597e-19	5.69595403066003e-07	0.0534463575871378	1.86888238867306e-18	0.000524710864322138	same signed
ZNF804A,PJA2	ZNF804A	PJA2	0.29414466130884	0.833731833098922	0.539587171790081	0.0165173042275392	8.18043849460601e-22	1.28452524172928e-07	0.0330903852990138	1.96953319862585e-20	0.000256350574284412	same signed
